tourney_name,Tournament,Winner,Loser,Winner,Loser,round,,Round,,AvgW,AvgL,Avgoddsw,Averoddsl
Monte Carlo Masters,Monte Carlo Masters,Kohlschreiber,Daniel,Herbert,Nishikori,R64,,2nd Round,,4.24,1.22,,
Monte Carlo Masters,Monte Carlo Masters,Fritz,Tsonga,Norrie,Fucsovics,R64,,2nd Round,,2.86,1.42,,
Monte Carlo Masters,Monte Carlo Masters,Schwartzman,Edmund,Fognini,Simon,R64,,2nd Round,,1.92,1.87,,
Monte Carlo Masters,Monte Carlo Masters,Medvedev,Sousa,Fritz,Schwartzman,R64,,2nd Round,,5.2,1.16,,
Monte Carlo Masters,Monte Carlo Masters,Albot,Bedene,Zverev,Auger-Aliassime,R64,,2nd Round,,1.48,2.63,,
Monte Carlo Masters,Monte Carlo Masters,Kukushkin,Chardy,Dimitrov,Struff,R64,,2nd Round,,1.66,2.2,,
Monte Carlo Masters,Monte Carlo Masters,Klizan,Delbonis,Nadal,Bautista,R64,,2nd Round,,1.07,8.48,,
Monte Carlo Masters,Monte Carlo Masters,Lajovic,Jaziri,Thiem,Klizan,R64,,2nd Round,,1.22,4.25,,
Monte Carlo Masters,Monte Carlo Masters,Goffin,Andreozzi,Lajovic,Goffin,R64,,2nd Round,,3.71,1.28,,
Monte Carlo Masters,Monte Carlo Masters,Fucsovics,Basilashvili,Medvedev,Tsitsipas,R64,,3rd Round,,2.07,1.76,,
Monte Carlo Masters,Monte Carlo Masters,Norrie,Mannarino,Pella,Cecchinato,R64,,3rd Round,,2.39,1.58,,
Monte Carlo Masters,Monte Carlo Masters,Sonego,Seppi,Djokovic,Fritz,R64,,3rd Round,,1.07,8.45,,
Monte Carlo Masters,Monte Carlo Masters,Hugues,Verdasco,Sonego,Norrie,R64,,3rd Round,,1.56,2.43,,
Monte Carlo Masters,Monte Carlo Masters,Munar,Catarina,Nadal,Dimitrov,R64,,3rd Round,,1.03,12.98,,
Monte Carlo Masters,Monte Carlo Masters,Coric,Hurkacz,Lajovic,Thiem,R64,,3rd Round,,4.98,1.17,,
Monte Carlo Masters,Monte Carlo Masters,Fognini,Rublev,Fognini,Zverev,R64,,3rd Round,,3.96,1.25,,
Monte Carlo Masters,Monte Carlo Masters,Simon,Popyrin,Coric,Herbert,R64,,3rd Round,,1.43,2.82,,
Monte Carlo Masters,Monte Carlo Masters,Auger,Ignacio,Lajovic,Sonego,R64,,Quarterfinals,,1.7,2.15,,
Monte Carlo Masters,Monte Carlo Masters,Pella,Djere,Medvedev,Djokovic,R64,,Quarterfinals,,4.34,1.22,,
Monte Carlo Masters,Monte Carlo Masters,Wawrinka,Pouille,Nadal,Pella,R64,,Quarterfinals,,1.02,15.87,,
Monte Carlo Masters,Monte Carlo Masters,Cecchinato,Dzumhur,Fognini,Coric,R64,,Quarterfinals,,2.27,1.63,,
Monte Carlo Masters,Monte Carlo Masters,Lennard,Shapovalov,Lajovic,Medvedev,R64,,Semifinals,,2.82,1.43,,
Monte Carlo Masters,Monte Carlo Masters,Dimitrov,Berrettini,Fognini,Nadal,R64,,Semifinals,,7.91,1.08,,
Monte Carlo Masters,Monte Carlo Masters,Bautista,Millman,Fognini,Lajovic,R64,,The Final,,1.59,2.36,,
Barcelona,Open Banco Sabadell ,Thiem,Medvedev,Mayer,Copil,F,,1st Round,,1.3,3.5,,
Barcelona,Open Banco Sabadell ,Thiem,Nadal,Fucsovics,Kudla,SF,,1st Round,,1.18,4.75,,
Barcelona,Open Banco Sabadell ,Medvedev,Nishikori,Mcdonald,Daniel,SF,,1st Round,,3.44,1.31,,
Barcelona,Open Banco Sabadell ,Nadal,Lennard,Struff,Dellien,QF,,1st Round,,1.51,2.55,,
Barcelona,Open Banco Sabadell ,Thiem,Pella,Munar,Sousa,QF,,1st Round,,1.29,3.53,,
Barcelona,Open Banco Sabadell ,Nishikori,Carballes,Fritz,Opelka,QF,,1st Round,,1.73,2.09,,
Barcelona,Open Banco Sabadell ,Medvedev,Jarry,Verdasco,Lopez,QF,,1st Round,,1.49,2.61,,
Barcelona,Open Banco Sabadell ,Nadal,Ferrer,Jarry,Granollers,R16,,1st Round,,1.85,1.93,,
Barcelona,Open Banco Sabadell ,Lennard,Tsitsipas,Schwartzman,Nishioka,R16,,1st Round,,1.25,3.95,,
Barcelona,Open Banco Sabadell ,Thiem,Munar,Paire,Londero,R16,,1st Round,,1.54,2.46,,
Barcelona,Open Banco Sabadell ,Pella,Paire,Kuhn,Delbonis,R16,,1st Round,,5.15,1.16,,
Barcelona,Open Banco Sabadell ,Carballes,Garin,Jaziri,Andreozzi,R16,,1st Round,,2.72,1.46,,
Barcelona,Open Banco Sabadell ,Nishikori,Auger,Ferrer,Zverev,R16,,1st Round,,1.13,5.99,,
Barcelona,Open Banco Sabadell ,Medvedev,McDonald,Ramos-Vinolas,Norrie,R16,,1st Round,,1.58,2.37,,
Barcelona,Open Banco Sabadell ,Jarry,Dimitrov,Garin,Klizan,R16,,1st Round,,1.7,2.14,,
Barcelona,Open Banco Sabadell ,Nadal,Mayer,Pella,Sousa,R32,,1st Round,,1.36,3.13,,
Barcelona,Open Banco Sabadell ,Ferrer,Pouille,Nishikori,Fritz,R32,,2nd Round,,1.27,3.73,,
Barcelona,Open Banco Sabadell ,Lennard,Goffin,Jarry,Zverev,R32,,2nd Round,,4.73,1.19,,
Barcelona,Open Banco Sabadell ,Tsitsipas,Fucsovics,Munar,Tiafoe,R32,,2nd Round,,1.43,2.8,,
Barcelona,Open Banco Sabadell ,Thiem,Schwartzman,Struff,Goffin,R32,,2nd Round,,2.44,1.55,,
Barcelona,Open Banco Sabadell ,Munar,Tiafoe,Thiem,Schwartzman,R32,,2nd Round,,1.3,3.49,,
Barcelona,Open Banco Sabadell ,Paire,Carreno,Tsitsipas,Fucsovics,R32,,2nd Round,,1.32,3.38,,
Barcelona,Open Banco Sabadell ,Pella,Khachanov,Auger-Aliassime,Jaziri,R32,,2nd Round,,1.22,4.25,,
Barcelona,Open Banco Sabadell ,Carballes,Kuhn,Medvedev,Ramos-Vinolas,R32,,2nd Round,,1.48,2.65,,
Barcelona,Open Banco Sabadell ,Garin,Shapovalov,Mcdonald,Simon,R32,,2nd Round,,2.77,1.44,,
Barcelona,Open Banco Sabadell ,Auger,Jaziri,Ferrer,Pouille,R32,,2nd Round,,1.61,2.31,,
Barcelona,Open Banco Sabadell ,Nishikori,Fritz,Carballes,Kuhn,R32,,2nd Round,,1.41,2.9,,
Barcelona,Open Banco Sabadell ,Medvedev,Ramos,Nadal,Mayer,R32,,2nd Round,,1.03,12.57,,
Barcelona,Open Banco Sabadell ,McDonald,Simon,Pella,Khachanov,R32,,2nd Round,,1.92,1.88,,
Barcelona,Open Banco Sabadell ,Dimitrov,Verdasco,Paire,Carreno,R32,,2nd Round,,1.43,2.81,,
Barcelona,Open Banco Sabadell ,Jarry,Zverev,Dimitrov,Verdasco,R32,,2nd Round,,1.66,2.22,,
Barcelona,Open Banco Sabadell ,Mayer,Copil,Garin,Shapovalov,R64,,2nd Round,,1.7,2.14,,
Barcelona,Open Banco Sabadell ,Ferrer,Zverev,Medvedev,Mcdonald,R64,,3rd Round,,1.17,4.93,,
Barcelona,Open Banco Sabadell ,Lennard,Dellien,Nishikori,Auger-Aliassime,R64,,3rd Round,,1.64,2.25,,
Barcelona,Open Banco Sabadell ,Fucsovics,Kudla,Thiem,Munar,R64,,3rd Round,,1.29,3.6,,
Barcelona,Open Banco Sabadell ,Schwartzman,Nishioka,Jarry,Dimitrov,R64,,3rd Round,,2.82,1.42,,
Barcelona,Open Banco Sabadell ,Munar,Sousa,Nadal,Ferrer,R64,,3rd Round,,1.14,5.59,,
Barcelona,Open Banco Sabadell ,Paire,Ignacio,Carballes,Garin,R64,,3rd Round,,2.81,1.43,,
Barcelona,Open Banco Sabadell ,Pella,Sousa,Struff,Tsitsipas,R64,,3rd Round,,3.73,1.27,,
Barcelona,Open Banco Sabadell ,Kuhn,Delbonis,Pella,Paire,R64,,3rd Round,,1.65,2.23,,
Barcelona,Open Banco Sabadell ,Garin,Klizan,Medvedev,Jarry,R64,,Quarterfinals,,1.27,3.79,,
Barcelona,Open Banco Sabadell ,Jaziri,Andreozzi,Nishikori,Carballes,R64,,Quarterfinals,,1.27,3.76,,
Barcelona,Open Banco Sabadell ,Fritz,Opelka,Nadal,Struff,R64,,Quarterfinals,,1.06,9.4,,
Barcelona,Open Banco Sabadell ,Ramos,Norrie,Thiem,Pella,R64,,Quarterfinals,,1.35,3.22,,
Barcelona,Open Banco Sabadell ,McDonald,Daniel,Medvedev,Nishikori,R64,,Semifinals,,1.98,1.83,,
Barcelona,Open Banco Sabadell ,Verdasco,Lopez,Thiem,Nadal,R64,,Semifinals,,3.17,1.36,,
Barcelona,Open Banco Sabadell ,Jarry,Granollers,Thiem,Medvedev,R64,,The Final,,1.29,3.58,,
Budapest,Hungarian Open,Berrettini,Krajinovic,Berrettini,Kukushkin,F,,1st Round,,1.59,2.34,,
Budapest,Hungarian Open,Berrettini,Djere,Bedene,Tomic,SF,,1st Round,,1.44,2.78,,
Budapest,Hungarian Open,Krajinovic,Hugues,Krajinovic,Seppi,SF,,1st Round,,1.44,2.78,,
Budapest,Hungarian Open,Berrettini,Cuevas,Albot,Stakhovsky,QF,,1st Round,,1.27,3.71,,
Budapest,Hungarian Open,Djere,Basilashvili,Gojowczyk,Harris,QF,,1st Round,,2.27,1.62,,
Budapest,Hungarian Open,Hugues,Balazs,Millman,Kecmanovic,QF,,1st Round,,2.14,1.7,,
Budapest,Hungarian Open,Krajinovic,Coric,Herbert,Gerasimov,QF,,1st Round,,1.35,3.26,,
Budapest,Hungarian Open,Cuevas,Cilic,Balazs,Hurkacz,R16,,1st Round,,3.25,1.34,,
Budapest,Hungarian Open,Berrettini,Bedene,Haase,Fabbiano,R16,,1st Round,,1.47,2.66,,
Budapest,Hungarian Open,Basilashvili,Gojowczyk,Djere,Gulbis,R16,,1st Round,,1.41,2.91,,
Budapest,Hungarian Open,Djere,Sinner,Cuevas,Maden,R16,,1st Round,,1.38,2.99,,
Budapest,Hungarian Open,Balazs,Millman,Sinner,Valkusz,R16,,1st Round,,1.87,1.92,,
Budapest,Hungarian Open,Hugues,Bachinger,Balazs,Millman,R16,,2nd Round,,2.76,1.44,,
Budapest,Hungarian Open,Krajinovic,Albot,Herbert,Bachinger,R16,,2nd Round,,1.28,3.62,,
Budapest,Hungarian Open,Coric,Haase,Krajinovic,Albot,R16,,2nd Round,,1.37,3.08,,
Budapest,Hungarian Open,Cuevas,Maden,Coric,Haase,R32,,2nd Round,,1.33,3.28,,
Budapest,Hungarian Open,Bedene,Tomic,Berrettini,Bedene,R32,,2nd Round,,1.65,2.22,,
Budapest,Hungarian Open,Berrettini,Kukushkin,Basilashvili,Gojowczyk,R32,,2nd Round,,1.42,2.84,,
Budapest,Hungarian Open,Gojowczyk,Harris,Cuevas,Cilic,R32,,2nd Round,,2.33,1.59,,
Budapest,Hungarian Open,Sinner,Valkusz,Djere,Sinner,R32,,2nd Round,,1.2,4.54,,
Budapest,Hungarian Open,Djere,Gulbis,Krajinovic,Coric,R32,,Quarterfinals,,2.07,1.75,,
Budapest,Hungarian Open,Millman,Kecmanovic,Herbert,Balazs,R32,,Quarterfinals,,1.52,2.54,,
Budapest,Hungarian Open,Balazs,Hurkacz,Berrettini,Cuevas,R32,,Quarterfinals,,1.6,2.32,,
Budapest,Hungarian Open,Hugues,Gerasimov,Djere,Basilashvili,R32,,Quarterfinals,,1.67,2.2,,
Budapest,Hungarian Open,Albot,Stakhovsky,Krajinovic,Herbert,R32,,Semifinals,,1.39,2.98,,
Budapest,Hungarian Open,Krajinovic,Seppi,Berrettini,Djere,R32,,Semifinals,,1.68,2.17,,
Budapest,Hungarian Open,Haase,Fabbiano,Berrettini,Krajinovic,R32,,The Final,,2.18,1.68,,
Estoril,Millennium Estoril Open,Tsitsipas,Cuevas,Andreozzi,Dellien,F,,1st Round,,1.93,1.86,,
Estoril,Millennium Estoril Open,Tsitsipas,Goffin,Nishioka,Mcdonald,SF,,1st Round,,1.72,2.11,,
Estoril,Millennium Estoril Open,Cuevas,Davidovich,Opelka,Sousa,SF,,1st Round,,2.12,1.71,,
Estoril,Millennium Estoril Open,Tsitsipas,Domingues,Domingues,De,QF,,1st Round,,2.04,1.77,,
Estoril,Millennium Estoril Open,Goffin,Jaziri,Davidovich,Fritz,QF,,1st Round,,1.76,2.05,,
Estoril,Millennium Estoril Open,Davidovich,Monfils,Jaziri,Jarry,QF,,1st Round,,3.16,1.35,,
Estoril,Millennium Estoril Open,Cuevas,Tiafoe,Chardy,Carreno,QF,,1st Round,,2.07,1.74,,
Estoril,Millennium Estoril Open,Tsitsipas,Andreozzi,Millman,Tomic,R16,,1st Round,,1.41,2.89,,
Estoril,Millennium Estoril Open,Domingues,Millman,Cuevas,Caruso,R16,,1st Round,,1.33,3.29,,
Estoril,Millennium Estoril Open,Goffin,Sousa,Sousa,Popyrin,R16,,1st Round,,1.47,2.64,,
Estoril,Millennium Estoril Open,Jaziri,Mayer,Mayer,Lajovic,R16,,1st Round,,2.09,1.73,,
Estoril,Millennium Estoril Open,Davidovich,Chardy,Tiafoe,Kukushkin,R16,,1st Round,,1.7,2.14,,
Estoril,Millennium Estoril Open,Monfils,Opelka,Domingues,Millman,R16,,2nd Round,,2.44,1.55,,
Estoril,Millennium Estoril Open,Tiafoe,Nishioka,Monfils,Opelka,R16,,2nd Round,,1.49,2.6,,
Estoril,Millennium Estoril Open,Cuevas,Baldi,Tsitsipas,Andreozzi,R16,,2nd Round,,1.17,4.97,,
Estoril,Millennium Estoril Open,Andreozzi,Dellien,Davidovich,Chardy,R32,,2nd Round,,2.02,1.78,,
Estoril,Millennium Estoril Open,Millman,Tomic,Cuevas,Baldi,R32,,2nd Round,,1.19,4.66,,
Estoril,Millennium Estoril Open,Domingues,De,Goffin,Sousa,R32,,2nd Round,,1.47,2.66,,
Estoril,Millennium Estoril Open,Sousa,Popyrin,Jaziri,Mayer,R32,,2nd Round,,3.45,1.31,,
Estoril,Millennium Estoril Open,Jaziri,Jarry,Tiafoe,Nishioka,R32,,2nd Round,,1.64,2.25,,
Estoril,Millennium Estoril Open,Mayer,Lajovic,Tsitsipas,Domingues,R32,,Quarterfinals,,1.11,6.6,,
Estoril,Millennium Estoril Open,Chardy,Carreno,Goffin,Jaziri,R32,,Quarterfinals,,1.2,4.5,,
Estoril,Millennium Estoril Open,Davidovich,Fritz,Davidovich,Monfils,R32,,Quarterfinals,,2.64,1.48,,
Estoril,Millennium Estoril Open,Opelka,Sousa,Cuevas,Tiafoe,R32,,Quarterfinals,,1.57,2.41,,
Estoril,Millennium Estoril Open,Tiafoe,Kukushkin,Tsitsipas,Goffin,R32,,Semifinals,,1.52,2.53,,
Estoril,Millennium Estoril Open,Nishioka,McDonald,Cuevas,Davidovich,R32,,Semifinals,,1.55,2.46,,
Estoril,Millennium Estoril Open,Cuevas,Caruso,Tsitsipas,Cuevas,R32,,The Final,,1.37,3.1,,
Munich,BMW Open,Garin,Berrettini,Daniel,Humbert,F,,1st Round,,1.65,2.21,,
Munich,BMW Open,Garin,Cecchinato,Fucsovics,Sonego,SF,,1st Round,,1.93,1.85,,
Munich,BMW Open,Berrettini,Bautista,Londero,Marterer,SF,,1st Round,,1.53,2.48,,
Munich,BMW Open,Garin,Zverev,Schwartzman,Paire,QF,,1st Round,,1.59,2.33,,
Munich,BMW Open,Cecchinato,Fucsovics,Klizan,Gulbis,QF,,1st Round,,1.5,2.55,,
Munich,BMW Open,Bautista,Pella,Garin,Maden,QF,,1st Round,,1.53,2.47,,
Munich,BMW Open,Berrettini,Kohlschreiber,Monteiro,Struff,QF,,1st Round,,3.49,1.3,,
Munich,BMW Open,Zverev,Ignacio,Kohlschreiber,Seppi,R16,,1st Round,,1.31,3.42,,
Munich,BMW Open,Garin,Schwartzman,Pella,Zverev,R16,,1st Round,,1.1,6.78,,
Munich,BMW Open,Cecchinato,Klizan,Berrettini,Istomin,R16,,1st Round,,1.36,3.09,,
Munich,BMW Open,Fucsovics,Monteiro,Molleker,Copil,R16,,1st Round,,1.79,2.01,,
Munich,BMW Open,Pella,Daniel,Kudla,Edmund,R16,,1st Round,,6.44,1.11,,
Munich,BMW Open,Bautista,Molleker,Garin,Schwartzman,R16,,2nd Round,,2.07,1.75,,
Munich,BMW Open,Berrettini,Kudla,Zverev,Londero,R16,,2nd Round,,1.19,4.61,,
Munich,BMW Open,Kohlschreiber,Khachanov,Cecchinato,Klizan,R16,,2nd Round,,1.65,2.22,,
Munich,BMW Open,Ignacio,Marterer,Fucsovics,Monteiro,R32,,2nd Round,,1.61,2.3,,
Munich,BMW Open,Garin,Maden,Pella,Daniel,R32,,2nd Round,,1.18,4.82,,
Munich,BMW Open,Schwartzman,Paire,Bautista,Molleker,R32,,2nd Round,,1.22,4.22,,
Munich,BMW Open,Klizan,Gulbis,Kohlschreiber,Khachanov,R32,,2nd Round,,1.54,2.46,,
Munich,BMW Open,Monteiro,Lennard,Berrettini,Kudla,R32,,2nd Round,,1.26,3.8,,
Munich,BMW Open,Fucsovics,Sonego,Cecchinato,Fucsovics,R32,,Quarterfinals,,1.57,2.4,,
Munich,BMW Open,Pella,Zverev,Garin,Zverev,R32,,Quarterfinals,,3.16,1.35,,
Munich,BMW Open,Daniel,Humbert,Berrettini,Kohlschreiber,R32,,Quarterfinals,,2.22,1.66,,
Munich,BMW Open,Molleker,Copil,Bautista,Pella,R32,,Quarterfinals,,1.78,2.05,,
Munich,BMW Open,Kudla,Edmund,Garin,Cecchinato,R32,,Semifinals,,1.98,1.83,,
Munich,BMW Open,Berrettini,Istomin,Berrettini,Bautista,R32,,Semifinals,,2.16,1.69,,
Munich,BMW Open,Kohlschreiber,Seppi,Garin,Berrettini,R32,,The Final,,1.86,1.95,,
Madrid Masters,Mutua Madrid Open,Djokovic,Tsitsipas,Struff,Kyrgios,F,,1st Round,,2,1.81,,
Madrid Masters,Mutua Madrid Open,Djokovic,Thiem,Auger-Aliassime,Shapovalov,SF,,1st Round,,1.72,2.11,,
Madrid Masters,Mutua Madrid Open,Tsitsipas,Nadal,Opelka,Carreno,SF,,1st Round,,2.09,1.74,,
Madrid Masters,Mutua Madrid Open,Djokovic,Cilic,Khachanov,Munar,QF,,1st Round,,2.01,1.8,,
Madrid Masters,Mutua Madrid Open,Thiem,Federer,Djere,Lajovic,QF,,1st Round,,2.14,1.71,,
Madrid Masters,Mutua Madrid Open,Tsitsipas,Zverev,Tiafoe,Basilashvili,QF,,1st Round,,2.02,1.8,,
Madrid Masters,Mutua Madrid Open,Nadal,Wawrinka,Kohlschreiber,Kukushkin,QF,,1st Round,,1.35,3.23,,
Madrid Masters,Mutua Madrid Open,Djokovic,Chardy,Cilic,Klizan,R16,,1st Round,,1.53,2.51,,
Madrid Masters,Mutua Madrid Open,Cilic,Djere,Fritz,Dimitrov,R16,,1st Round,,2.73,1.46,,
Madrid Masters,Mutua Madrid Open,Federer,Monfils,Monfils,Seppi,R16,,1st Round,,1.28,3.7,,
Madrid Masters,Mutua Madrid Open,Thiem,Fognini,Gasquet,Davidovich,R16,,1st Round,,3.03,1.39,,
Madrid Masters,Mutua Madrid Open,Tsitsipas,Verdasco,Verdasco,Albot,R16,,1st Round,,1.53,2.52,,
Madrid Masters,Mutua Madrid Open,Zverev,Hurkacz,Hurkacz,De,R16,,1st Round,,1.36,3.15,,
Madrid Masters,Mutua Madrid Open,Wawrinka,Nishikori,Fucsovics,Goffin,R16,,1st Round,,2.37,1.59,,
Madrid Masters,Mutua Madrid Open,Nadal,Tiafoe,Pella,Medvedev,R16,,1st Round,,2.41,1.57,,
Madrid Masters,Mutua Madrid Open,Djokovic,Fritz,Wawrinka,Herbert,R32,,1st Round,,1.44,2.8,,
Madrid Masters,Mutua Madrid Open,Chardy,Schwartzman,Mannarino,Sousa,R32,,1st Round,,2.75,1.45,,
Madrid Masters,Mutua Madrid Open,Cilic,Lennard,Schwartzman,Cecchinato,R32,,1st Round,,1.97,1.85,,
Madrid Masters,Mutua Madrid Open,Djere,Martin,Fognini,Edmund,R32,,1st Round,,1.82,1.99,,
Madrid Masters,Mutua Madrid Open,Federer,Gasquet,Dellien,Simon,R32,,1st Round,,2.35,1.6,,
Madrid Masters,Mutua Madrid Open,Monfils,Fucsovics,Chardy,Ramos-Vinolas,R32,,1st Round,,2.64,1.51,,
Madrid Masters,Mutua Madrid Open,Fognini,Millman,Ferrer,Bautista,R32,,1st Round,,2.23,1.66,,
Madrid Masters,Mutua Madrid Open,Thiem,Opelka,Millman,Johnson,R32,,1st Round,,1.7,2.16,,
Madrid Masters,Mutua Madrid Open,Tsitsipas,Mannarino,Pouille,Coric,R32,,1st Round,,2.88,1.42,,
Madrid Masters,Mutua Madrid Open,Verdasco,Khachanov,Djokovic,Fritz,R32,,2nd Round,,1.11,6.71,,
Madrid Masters,Mutua Madrid Open,Hurkacz,Pouille,Cilic,Struff,R32,,2nd Round,,1.91,1.89,,
Madrid Masters,Mutua Madrid Open,Zverev,Ferrer,Federer,Gasquet,R32,,2nd Round,,1.1,7.08,,
Madrid Masters,Mutua Madrid Open,Nishikori,Dellien,Thiem,Opelka,R32,,2nd Round,,1.14,5.88,,
Madrid Masters,Mutua Madrid Open,Wawrinka,Pella,Nishikori,Dellien,R32,,2nd Round,,1.14,5.78,,
Madrid Masters,Mutua Madrid Open,Tiafoe,Kohlschreiber,Tiafoe,Kohlschreiber,R32,,2nd Round,,2.55,1.52,,
Madrid Masters,Mutua Madrid Open,Nadal,Auger,Chardy,Schwartzman,R32,,2nd Round,,3.14,1.36,,
Madrid Masters,Mutua Madrid Open,Fritz,Dimitrov,Wawrinka,Pella,R64,,2nd Round,,1.65,2.25,,
Madrid Masters,Mutua Madrid Open,Chardy,Ramos,Monfils,Fucsovics,R64,,2nd Round,,1.52,2.54,,
Madrid Masters,Mutua Madrid Open,Schwartzman,Cecchinato,Djere,Del,R64,,2nd Round,,2.07,1.76,,
Madrid Masters,Mutua Madrid Open,Cilic,Klizan,Nadal,Auger-Aliassime,R64,,2nd Round,,1.16,5.29,,
Madrid Masters,Mutua Madrid Open,Lennard,Kyrgios,Fognini,Millman,R64,,2nd Round,,1.35,3.21,,
Madrid Masters,Mutua Madrid Open,Djere,Lajovic,Tsitsipas,Mannarino,R64,,2nd Round,,1.13,6.15,,
Madrid Masters,Mutua Madrid Open,Gasquet,Davidovich,Hurkacz,Pouille,R64,,2nd Round,,1.72,2.13,,
Madrid Masters,Mutua Madrid Open,Fucsovics,Goffin,Verdasco,Khachanov,R64,,2nd Round,,2.19,1.68,,
Madrid Masters,Mutua Madrid Open,Monfils,Seppi,Zverev,Ferrer,R64,,2nd Round,,1.33,3.35,,
Madrid Masters,Mutua Madrid Open,Fognini,Edmund,Cilic,Djere,R64,,3rd Round,,1.64,2.27,,
Madrid Masters,Mutua Madrid Open,Millman,Johnson,Djokovic,Chardy,R64,,3rd Round,,1.09,7.82,,
Madrid Masters,Mutua Madrid Open,Opelka,Carreno,Thiem,Fognini,R64,,3rd Round,,1.36,3.17,,
Madrid Masters,Mutua Madrid Open,Mannarino,Sousa,Federer,Monfils,R64,,3rd Round,,1.29,3.62,,
Madrid Masters,Mutua Madrid Open,Verdasco,Albot,Wawrinka,Nishikori,R64,,3rd Round,,1.72,2.13,,
Madrid Masters,Mutua Madrid Open,Khachanov,Munar,Tsitsipas,Verdasco,R64,,3rd Round,,1.35,3.2,,
Madrid Masters,Mutua Madrid Open,Pouille,Coric,Zverev,Hurkacz,R64,,3rd Round,,1.41,2.93,,
Madrid Masters,Mutua Madrid Open,Hurkacz,De,Nadal,Tiafoe,R64,,3rd Round,,1.05,10.39,,
Madrid Masters,Mutua Madrid Open,Ferrer,Bautista,Djokovic,Cilic,R64,,Quarterfinals,,1.14,5.77,,
Madrid Masters,Mutua Madrid Open,Dellien,Simon,Thiem,Federer,R64,,Quarterfinals,,1.43,2.83,,
Madrid Masters,Mutua Madrid Open,Wawrinka,Hugues,Tsitsipas,Zverev,R64,,Quarterfinals,,1.69,2.18,,
Madrid Masters,Mutua Madrid Open,Pella,Medvedev,Nadal,Wawrinka,R64,,Quarterfinals,,1.22,4.4,,
Madrid Masters,Mutua Madrid Open,Tiafoe,Basilashvili,Djokovic,Thiem,R64,,Semifinals,,1.78,2.06,,
Madrid Masters,Mutua Madrid Open,Kohlschreiber,Kukushkin,Tsitsipas,Nadal,R64,,Semifinals,,6.45,1.12,,
Madrid Masters,Mutua Madrid Open,Auger,Shapovalov,Djokovic,Tsitsipas,R64,,The Final,,1.43,2.85,,
Rome Masters,Internazionali BNL d'Italia,Nadal,Djokovic,Basilashvili,Fucsovics,F,,1st Round,,2.58,1.5,,
Rome Masters,Internazionali BNL d'Italia,Djokovic,Schwartzman,Kohlschreiber,Simon,SF,,1st Round,,1.37,3.1,,
Rome Masters,Internazionali BNL d'Italia,Nadal,Tsitsipas,Berrettini,Pouille,SF,,1st Round,,1.39,2.98,,
Rome Masters,Internazionali BNL d'Italia,Djokovic,Martin,Sinner,Johnson,QF,,1st Round,,2.17,1.68,,
Rome Masters,Internazionali BNL d'Italia,Schwartzman,Nishikori,Bautista,Seppi,QF,,1st Round,,1.24,4.07,,
Rome Masters,Internazionali BNL d'Italia,Tsitsipas,Federer,Coric,Auger-Aliassime,QF,,1st Round,,1.99,1.82,,
Rome Masters,Internazionali BNL d'Italia,Nadal,Verdasco,Djere,Kukushkin,QF,,1st Round,,1.41,2.93,,
Rome Masters,Internazionali BNL d'Italia,Djokovic,Kohlschreiber,Verdasco,Edmund,R16,,1st Round,,2.14,1.71,,
Rome Masters,Internazionali BNL d'Italia,Martin,Ruud,Khachanov,Sonego,R16,,1st Round,,1.79,2.03,,
Rome Masters,Internazionali BNL d'Italia,Schwartzman,Berrettini,Ruud,Evans,R16,,1st Round,,1.39,2.99,,
Rome Masters,Internazionali BNL d'Italia,Nishikori,Lennard,Shapovalov,Carreno,R16,,1st Round,,1.67,2.2,,
Rome Masters,Internazionali BNL d'Italia,Tsitsipas,Fognini,Cecchinato,De,R16,,1st Round,,1.25,3.99,,
Rome Masters,Internazionali BNL d'Italia,Federer,Coric,Ramos-Vinolas,Monfils,R16,,1st Round,,3.27,1.34,,
Rome Masters,Internazionali BNL d'Italia,Verdasco,Khachanov,Norrie,Millman,R16,,1st Round,,1.88,1.92,,
Rome Masters,Internazionali BNL d'Italia,Nadal,Basilashvili,Fognini,Tsonga,R16,,1st Round,,1.36,3.15,,
Rome Masters,Internazionali BNL d'Italia,Djokovic,Shapovalov,Albot,Paire,R32,,1st Round,,2.74,1.45,,
Rome Masters,Internazionali BNL d'Italia,Kohlschreiber,Cecchinato,Fritz,Pella,R32,,1st Round,,3.09,1.37,,
Rome Masters,Internazionali BNL d'Italia,Ruud,Kyrgios,Goffin,Wawrinka,R32,,1st Round,,2.58,1.51,,
Rome Masters,Internazionali BNL d'Italia,Martin,Goffin,Chardy,Gasquet,R32,,1st Round,,1.67,2.21,,
Rome Masters,Internazionali BNL d'Italia,Berrettini,Zverev,Schwartzman,Nishioka,R32,,1st Round,,1.42,2.88,,
Rome Masters,Internazionali BNL d'Italia,Schwartzman,Ramos,Kyrgios,Medvedev,R32,,1st Round,,3.01,1.39,,
Rome Masters,Internazionali BNL d'Italia,Lennard,Cilic,Sousa,Tiafoe,R32,,1st Round,,2.71,1.46,,
Rome Masters,Internazionali BNL d'Italia,Nishikori,Fritz,Cilic,Basso,R32,,1st Round,,1.08,8.32,,
Rome Masters,Internazionali BNL d'Italia,Tsitsipas,Sinner,Struff,Dimitrov,R32,,1st Round,,2.13,1.72,,
