tourney_name,Tournament,Winner,Loser,Winner,Loser,round,,Round,,AvgW,AvgL,Avgoddsw,Averoddsl
Winston-Salem,Winston-Salem Open at Wake Forest University,Paire,Johnson,Gunneswaran,Stebe,SF,,1st Round,,1.66,2.2,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Hurkacz,Shapovalov,Harris,Munar,SF,,1st Round,,1.73,2.09,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Paire,Carreno,Berdych,Seppi,QF,,1st Round,,1.75,2.07,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Johnson,Millman,Copil,Klizan,QF,,1st Round,,1.97,1.83,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Hurkacz,Tiafoe,Andujar,Jarry,QF,,1st Round,,3.12,1.36,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Shapovalov,Rublev,Cecchinato,Bublik,QF,,1st Round,,2.33,1.59,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Paire,Humbert,Lee,Laaksonen,R16,,1st Round,,1.92,1.87,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Carreno,Sonego,Popyrin,Monteiro,R16,,1st Round,,1.42,2.82,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Millman,Haase,Fratangelo,Weintraub,R16,,1st Round,,1.05,10.3,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Johnson,Ruud,Sandgren,Murray,R16,,1st Round,,2.16,1.68,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Tiafoe,Krajinovic,Carballes,Giron,R16,,1st Round,,2.22,1.64,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Hurkacz,Lopez,Chardy,Sarmiento,R16,,1st Round,,1.28,3.68,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Rublev,Querrey,Johnson,Moutet,R16,,1st Round,,1.35,3.16,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Shapovalov,Kecmanovic,Rublev,Fabbiano,R16,,1st Round,,1.32,3.37,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Paire,Gunneswaran,Dzumhur,Hoang,R32,,1st Round,,1.57,2.39,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Humbert,Fratangelo,Millman,Cecchinato,R32,,2nd Round,,1.4,2.92,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Carreno,Copil,Haase,Sousa,R32,,2nd Round,,2.17,1.68,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Sonego,Dzumhur,Paire,Gunneswaran,R32,,2nd Round,,1.49,2.61,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Haase,Sousa,Carreno,Copil,R32,,2nd Round,,1.33,3.29,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Millman,Cecchinato,Hurkacz,Lee,R32,,2nd Round,,1.18,4.88,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Ruud,Harris,Ruud,Harris,R32,,2nd Round,,1.66,2.22,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Johnson,Evans,Krajinovic,Berdych,R32,,2nd Round,,1.72,2.11,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Krajinovic,Berdych,Lopez,Andujar,R32,,2nd Round,,1.66,2.22,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Tiafoe,Chardy,Humbert,Fratangelo,R32,,2nd Round,,1.71,2.13,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Lopez,Andujar,Johnson,Evans,R32,,2nd Round,,2.06,1.8,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Hurkacz,Hee,Kecmanovic,Popyrin,R32,,2nd Round,,1.53,2.49,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Querrey,Carballes,Querrey,Carballes,R32,,2nd Round,,1.27,3.8,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Rublev,Ramos,Sonego,Dzumhur,R32,,2nd Round,,1.48,2.63,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Kecmanovic,Popyrin,Shapovalov,Sandgren,R32,,2nd Round,,1.38,3.04,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Shapovalov,Sandgren,Rublev,Ramos-Vinolas,R32,,2nd Round,,1.34,3.26,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Gunneswaran,Marcel,Tiafoe,Chardy,R64,,2nd Round,,1.6,2.31,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Fratangelo,Weintraub,Millman,Haase,R64,,3rd Round,,1.58,2.38,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Copil,Klizan,Paire,Humbert,R64,,3rd Round,,1.81,1.99,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Dzumhur,Hoang,Johnson,Ruud,R64,,3rd Round,,1.44,2.76,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Haase,Kudla,Carreno,Sonego,R64,,3rd Round,,1.73,2.09,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Cecchinato,Bublik,Shapovalov,Kecmanovic,R64,,3rd Round,,1.66,2.2,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Harris,Munar,Hurkacz,Lopez,R64,,3rd Round,,1.38,3,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Johnson,Moutet,Tiafoe,Krajinovic,R64,,3rd Round,,1.78,2.02,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Berdych,Seppi,Rublev,Querrey,R64,,3rd Round,,1.99,1.82,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Chardy,Sarmiento,Paire,Carreno,R64,,Quarterfinals,,1.97,1.84,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Andujar,Jarry,Johnson,Millman,R64,,Quarterfinals,,1.61,2.32,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Hee,Laaksonen,Shapovalov,Rublev,R64,,Quarterfinals,,1.79,2.02,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Carballes,Giron,Hurkacz,Tiafoe,R64,,Quarterfinals,,1.89,1.91,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Rublev,Fabbiano,Paire,Johnson,R64,,Semifinals,,2.46,1.54,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Popyrin,Monteiro,Hurkacz,Shapovalov,R64,,Semifinals,,2.56,1.51,,
Winston-Salem,Winston-Salem Open at Wake Forest University,Sandgren,Murray,Hurkacz,Paire,R64,,The Final,,1.51,2.57,,
US Open,US Open,Nadal,Medvedev,Lajovic,Darcis,F,,1st Round,,1.2,4.59,,
US Open,US Open,Nadal,Berrettini,Garin,Eubanks,SF,,1st Round,,1.36,3.16,,
US Open,US Open,Medvedev,Dimitrov,Kudla,Tipsarevic,SF,,1st Round,,1.56,2.42,,
US Open,US Open,Nadal,Schwartzman,Klahn,Monteiro,QF,,1st Round,,1.61,2.32,,
US Open,US Open,Berrettini,Monfils,Brooksby,Berdych,QF,,1st Round,,3.67,1.29,,
US Open,US Open,Dimitrov,Federer,Basilashvili,Fucsovics,QF,,1st Round,,1.66,2.23,,
US Open,US Open,Medvedev,Wawrinka,Nishikori,Trungelliti,QF,,1st Round,,1.05,10.74,,
US Open,US Open,Nadal,Cilic,De,Herbert,R16,,1st Round,,1.28,3.71,,
US Open,US Open,Schwartzman,Zverev,Evans,Mannarino,R16,,1st Round,,1.79,2.03,,
US Open,US Open,Monfils,Andujar,Medvedev,Gunneswaran,R16,,1st Round,,1.01,20.19,,
US Open,US Open,Berrettini,Rublev,Opelka,Fognini,R16,,1st Round,,1.73,2.12,,
US Open,US Open,Dimitrov,De,Dellien,Kwon,R16,,1st Round,,7.93,1.08,,
US Open,US Open,Federer,Goffin,Lorenzi,Svajda,R16,,1st Round,,1.06,9.21,,
US Open,US Open,Medvedev,Koepfer,Djokovic,Carballes,R16,,1st Round,,1.02,17.33,,
US Open,US Open,Wawrinka,Djokovic,Kecmanovic,Djere,R16,,1st Round,,1.2,4.63,,
US Open,US Open,Nadal,Chung,Dimitrov,Seppi,R32,,1st Round,,1.31,3.48,,
US Open,US Open,Cilic,Isner,Londero,Querrey,R32,,1st Round,,3.62,1.29,,
US Open,US Open,Schwartzman,Sandgren,Goffin,Moutet,R32,,1st Round,,1.07,8.63,,
US Open,US Open,Zverev,Bedene,Barrere,Norrie,R32,,1st Round,,3.43,1.32,,
US Open,US Open,Andujar,Bublik,Koepfer,Munar,R32,,1st Round,,1.41,2.93,,
US Open,US Open,Monfils,Shapovalov,Pouille,Kohlschreiber,R32,,1st Round,,1.48,2.66,,
US Open,US Open,Berrettini,Popyrin,Dzumhur,Benchetrit,R32,,1st Round,,1.38,3.03,,
US Open,US Open,Rublev,Kyrgios,Coric,Donskoy,R32,,1st Round,,1.24,4.1,,
US Open,US Open,De,Nishikori,Chardy,Hurkacz,R32,,1st Round,,3.34,1.33,,
US Open,US Open,Dimitrov,Majchrzak,Cuevas,Sock,R32,,1st Round,,1.63,2.29,,
US Open,US Open,Goffin,Carreno,Carreno,Pella,R32,,1st Round,,1.83,1.97,,
US Open,US Open,Federer,Evans,Lopez,Fritz,R32,,1st Round,,3.78,1.27,,
US Open,US Open,Medvedev,Lopez,Nishioka,Giron,R32,,1st Round,,1.3,3.53,,
US Open,US Open,Koepfer,Basilashvili,Majchrzak,Jarry,R32,,1st Round,,2.02,1.79,,
US Open,US Open,Wawrinka,Lorenzi,Wawrinka,Sinner,R32,,1st Round,,1.15,5.4,,
US Open,US Open,Djokovic,Kudla,Berankis,Vesely,R32,,1st Round,,1.77,2.07,,
US Open,US Open,Nadal,Kokkinakis,Federer,Nagal,R64,,1st Round,,1.01,23.33,,
US Open,US Open,Chung,Verdasco,Popyrin,Delbonis,R64,,1st Round,,1.63,2.29,,
US Open,US Open,Cilic,Marcel,Berrettini,Gasquet,R64,,1st Round,,2.26,1.64,,
US Open,US Open,Isner,Lennard,Simon,Fratangelo,R64,,1st Round,,1.46,2.72,,
US Open,US Open,Sandgren,Pospisil,Kukushkin,Bautista,R64,,1st Round,,7.88,1.08,,
US Open,US Open,Schwartzman,Gerasimov,Sonego,Granollers,R64,,1st Round,,1.5,2.6,,
US Open,US Open,Bedene,Paire,Rublev,Tsitsipas,R64,,1st Round,,2.59,1.5,,
US Open,US Open,Zverev,Tiafoe,Bublik,Giraldo,R64,,1st Round,,1.64,2.27,,
US Open,US Open,Bublik,Fabbiano,Cilic,Klizan,R64,,1st Round,,1.13,6.19,,
US Open,US Open,Andujar,Sonego,Verdasco,Kamke,R64,,1st Round,,1.3,3.5,,
US Open,US Open,Shapovalov,Laaksonen,Thompson,Sousa,R64,,1st Round,,1.77,2.05,,
US Open,US Open,Monfils,Copil,Andujar,Edmund,R64,,1st Round,,4.64,1.2,,
US Open,US Open,Popyrin,Kukushkin,Isner,Garcia-Lopez,R64,,1st Round,,1.17,5.07,,
US Open,US Open,Berrettini,Thompson,Zverev,Albot,R64,,1st Round,,1.44,2.81,,
US Open,US Open,Kyrgios,Hoang,Stebe,Krajinovic,R64,,1st Round,,4.84,1.18,,
US Open,US Open,Rublev,Simon,Struff,Ruud,R64,,1st Round,,1.36,3.16,,
US Open,US Open,Nishikori,Klahn,Sandgren,Tsonga,R64,,1st Round,,2.87,1.42,,
US Open,US Open,De,Garin,Fabbiano,Thiem,R64,,1st Round,,5.52,1.15,,
US Open,US Open,Majchrzak,Cuevas,Chung,Escobedo,R64,,1st Round,,1.19,4.77,,
US Open,US Open,Dimitrov,Coric,Copil,Humbert,R64,,1st Round,,2.92,1.41,,
US Open,US Open,Goffin,Barrere,Pospisil,Khachanov,R64,,1st Round,,7.19,1.1,,
US Open,US Open,Carreno,Berankis,Kokkinakis,Ivashka,R64,,1st Round,,1.89,1.92,,
US Open,US Open,Evans,Pouille,Schwartzman,Haase,R64,,1st Round,,1.26,3.88,,
US Open,US Open,Federer,Dzumhur,Bedene,Kovalik,R64,,1st Round,,1.21,4.42,,
US Open,US Open,Medvedev,Dellien,Paire,Schnur,R64,,1st Round,,1.25,3.95,,
US Open,US Open,Lopez,Nishioka,Gerasimov,Harris,R64,,1st Round,,1.58,2.39,,
US Open,US Open,Basilashvili,Brooksby,Tiafoe,Karlovic,R64,,1st Round,,1.26,3.91,,
US Open,US Open,Koepfer,Opelka,Hoang,Mayer,R64,,1st Round,,2.56,1.52,,
US Open,US Open,Lorenzi,Kecmanovic,Shapovalov,Auger-Aliassime,R64,,1st Round,,1.65,2.24,,
US Open,US Open,Wawrinka,Chardy,Laaksonen,Cecchinato,R64,,1st Round,,2.27,1.64,,
US Open,US Open,Kudla,Lajovic,Monfils,Ramos-Vinolas,R64,,1st Round,,1.25,4.03,,
US Open,US Open,Djokovic,Ignacio,Nadal,Millman,R64,,1st Round,,1.02,16.21,,
US Open,US Open,Nadal,Millman,Kyrgios,Johnson,R128,,1st Round,,1.43,2.82,,
US Open,US Open,Kokkinakis,Ivashka,Dimitrov,Coric,R128,,2nd Round,,2.3,1.62,,
US Open,US Open,Chung,Escobedo,Nishikori,Klahn,R128,,2nd Round,,1.13,6.26,,
US Open,US Open,Verdasco,Kamke,Federer,Dzumhur,R128,,2nd Round,,1.04,11.44,,
US Open,US Open,Cilic,Klizan,Djokovic,Londero,R128,,2nd Round,,1.01,19.48,,
US Open,US Open,Marcel,Krajinovic,Koepfer,Opelka,R128,,2nd Round,,2.95,1.4,,
US Open,US Open,Lennard,Ruud,Goffin,Barrere,R128,,2nd Round,,1.06,9.7,,
US Open,US Open,Isner,Garcia,De,Garin,R128,,2nd Round,,1.2,4.56,,
US Open,US Open,Pospisil,Khachanov,Majchrzak,Cuevas,R128,,2nd Round,,2.09,1.75,,
US Open,US Open,Sandgren,Tsonga,Evans,Pouille,R128,,2nd Round,,2.1,1.73,,
US Open,US Open,Gerasimov,Harris,Kudla,Lajovic,R128,,2nd Round,,2.77,1.45,,
US Open,US Open,Schwartzman,Haase,Zverev,Tiafoe,R128,,2nd Round,,1.52,2.55,,
US Open,US Open,Paire,Schnur,Lorenzi,Kecmanovic,R128,,2nd Round,,9.32,1.06,,
US Open,US Open,Bedene,Kovalik,Bedene,Paire,R128,,2nd Round,,2.65,1.48,,
US Open,US Open,Tiafoe,Karlovic,Carreno,Berankis,R128,,2nd Round,,1.25,3.99,,
US Open,US Open,Zverev,Albot,Wawrinka,Chardy,R128,,2nd Round,,1.33,3.34,,
US Open,US Open,Fabbiano,Thiem,Medvedev,Dellien,R128,,2nd Round,,1.02,14.3,,
US Open,US Open,Bublik,Giraldo,Berrettini,Thompson,R128,,2nd Round,,1.51,2.56,,
US Open,US Open,Sonego,Granollers,Lopez,Nishioka,R128,,2nd Round,,2.85,1.43,,
US Open,US Open,Andujar,Edmund,Basilashvili,Brooksby,R128,,2nd Round,,1.22,4.35,,
US Open,US Open,Shapovalov,Auger,Isner,Struff,R128,,2nd Round,,1.74,2.1,,
US Open,US Open,Laaksonen,Cecchinato,Popyrin,Kukushkin,R128,,2nd Round,,2.06,1.76,,
US Open,US Open,Copil,Humbert,Bublik,Fabbiano,R128,,2nd Round,,2.44,1.56,,
US Open,US Open,Monfils,Ramos,Andujar,Sonego,R128,,2nd Round,,3.26,1.34,,
US Open,US Open,Kukushkin,Bautista,Shapovalov,Laaksonen,R128,,2nd Round,,1.06,9.3,,
US Open,US Open,Popyrin,Delbonis,Rublev,Simon,R128,,2nd Round,,1.35,3.21,,
US Open,US Open,Thompson,Sousa,Schwartzman,Gerasimov,R128,,2nd Round,,1.23,4.19,,
US Open,US Open,Berrettini,Gasquet,Kyrgios,Hoang,R128,,2nd Round,,1.09,7.26,,
US Open,US Open,Kyrgios,Johnson,Sandgren,Pospisil,R128,,2nd Round,,1.53,2.52,,
US Open,US Open,Hoang,Mayer,Monfils,Copil,R128,,2nd Round,,1.13,6.01,,
US Open,US Open,Simon,Fratangelo,Chung,Verdasco,R128,,2nd Round,,1.81,2,,
US Open,US Open,Rublev,Tsitsipas,Nadal,Kokkinakis,R128,,2nd Round,,1.04,10.92,,
US Open,US Open,Nishikori,Trungelliti,Cilic,Stebe,R128,,2nd Round,,1.09,7.7,,
US Open,US Open,Klahn,Monteiro,De,Nishikori,R128,,3rd Round,,2.47,1.55,,
US Open,US Open,De,Hugues,Federer,Evans,R128,,3rd Round,,1.16,5.27,,
US Open,US Open,Garin,Eubanks,Goffin,Carreno,R128,,3rd Round,,1.34,3.3,,
US Open,US Open,Majchrzak,Jarry,Wawrinka,Lorenzi,R128,,3rd Round,,1.07,9.12,,
US Open,US Open,Cuevas,Sock,Dimitrov,Majchrzak,R128,,3rd Round,,1.27,3.86,,
US Open,US Open,Dimitrov,Seppi,Koepfer,Basilashvili,R128,,3rd Round,,2.45,1.55,,
US Open,US Open,Coric,Donskoy,Medvedev,Lopez,R128,,3rd Round,,1.3,3.59,,
US Open,US Open,Goffin,Moutet,Djokovic,Kudla,R128,,3rd Round,,1.08,8.26,,
US Open,US Open,Barrere,Norrie,Andujar,Bublik,R128,,3rd Round,,1.55,2.46,,
US Open,US Open,Berankis,Vesely,Nadal,Chung,R128,,3rd Round,,1.02,15.67,,
US Open,US Open,Carreno,Pella,Zverev,Bedene,R128,,3rd Round,,1.26,3.87,,
US Open,US Open,Pouille,Kohlschreiber,Cilic,Isner,R128,,3rd Round,,2.01,1.81,,
US Open,US Open,Evans,Mannarino,Berrettini,Popyrin,R128,,3rd Round,,1.34,3.22,,
US Open,US Open,Dzumhur,Benchetrit,Schwartzman,Sandgren,R128,,3rd Round,,1.25,4.09,,
US Open,US Open,Federer,Nagal,Monfils,Shapovalov,R128,,3rd Round,,1.72,2.14,,
US Open,US Open,Medvedev,Gunneswaran,Rublev,Kyrgios,R128,,3rd Round,,2.58,1.51,,
US Open,US Open,Dellien,Woo,Federer,Goffin,R128,,4th Round,,1.16,5.24,,
US Open,US Open,Nishioka,Giron,Dimitrov,De,R128,,4th Round,,2.78,1.44,,
US Open,US Open,Lopez,Fritz,Medvedev,Koepfer,R128,,4th Round,,1.14,6.01,,
US Open,US Open,Basilashvili,Fucsovics,Wawrinka,Djokovic,R128,,4th Round,,4.65,1.2,,
US Open,US Open,Brooksby,Berdych,Schwartzman,Zverev,R128,,4th Round,,1.99,1.84,,
US Open,US Open,Koepfer,Munar,Berrettini,Rublev,R128,,4th Round,,2.75,1.46,,
US Open,US Open,Opelka,Fognini,Monfils,Andujar,R128,,4th Round,,1.17,5.09,,
US Open,US Open,Lorenzi,Svajda,Nadal,Cilic,R128,,4th Round,,1.07,8.79,,
US Open,US Open,Kecmanovic,Djere,Medvedev,Wawrinka,R128,,Quarterfinals,,2.03,1.81,,
US Open,US Open,Chardy,Hurkacz,Dimitrov,Federer,R128,,Quarterfinals,,9.44,1.06,,
US Open,US Open,Wawrinka,Sinner,Berrettini,Monfils,R128,,Quarterfinals,,2.57,1.52,,
US Open,US Open,Lajovic,Darcis,Nadal,Schwartzman,R128,,Quarterfinals,,1.06,9.99,,
US Open,US Open,Kudla,Tipsarevic,Medvedev,Dimitrov,R128,,Semifinals,,1.46,2.78,,
US Open,US Open,Ignacio,Querrey,Nadal,Berrettini,R128,,Semifinals,,1.06,9.96,,
US Open,US Open,Djokovic,Carballes,Nadal,Medvedev,R128,,The Final,,1.19,4.96,,
Metz,Open de Moselle,Tsonga,Bedene,Hoang,Stebe,F,,1st Round,,1.6,2.33,,
Metz,Open de Moselle,Bedene,Paire,Verdasco,Darcis,SF,,1st Round,,1.24,4.03,,
Metz,Open de Moselle,Tsonga,Pouille,Krajinovic,Gojowczyk,SF,,1st Round,,1.71,2.12,,
Metz,Open de Moselle,Bedene,Carreno,Barrere,Hurkacz,QF,,1st Round,,2.78,1.43,,
Metz,Open de Moselle,Paire,Barrere,Herbert,Struff,QF,,1st Round,,2.79,1.43,,
Metz,Open de Moselle,Pouille,Krajinovic,Gasquet,Granollers,QF,,1st Round,,1.38,3.01,,
Metz,Open de Moselle,Tsonga,Basilashvili,Sonego,Otte,QF,,1st Round,,1.32,3.33,,
Metz,Open de Moselle,Carreno,Goffin,Tsonga,Andujar,R16,,1st Round,,1.18,4.86,,
Metz,Open de Moselle,Bedene,Simon,Carreno,Lenz,R16,,1st Round,,1.24,3.97,,
Metz,Open de Moselle,Paire,Gasquet,Bedene,Roumane,R16,,1st Round,,1.35,3.15,,
Metz,Open de Moselle,Barrere,Hoang,Simon,Copil,R16,,1st Round,,1.45,2.7,,
Metz,Open de Moselle,Krajinovic,Verdasco,Maden,Humbert,R16,,1st Round,,3.58,1.29,,
Metz,Open de Moselle,Pouille,Sonego,Barrere,Hoang,R16,,2nd Round,,1.64,2.23,,
Metz,Open de Moselle,Tsonga,Hugues,Paire,Gasquet,R16,,2nd Round,,2.37,1.58,,
Metz,Open de Moselle,Basilashvili,Maden,Krajinovic,Verdasco,R16,,2nd Round,,1.92,1.87,,
Metz,Open de Moselle,Carreno,Lenz,Bedene,Simon,R32,,2nd Round,,2.33,1.59,,
Metz,Open de Moselle,Bedene,Roumane,Carreno,Goffin,R32,,2nd Round,,2.53,1.51,,
Metz,Open de Moselle,Simon,Copil,Pouille,Sonego,R32,,2nd Round,,1.75,2.06,,
Metz,Open de Moselle,Gasquet,Granollers,Tsonga,Herbert,R32,,2nd Round,,1.36,3.09,,
Metz,Open de Moselle,Hoang,Marcel,Basilashvili,Maden,R32,,2nd Round,,1.58,2.36,,
Metz,Open de Moselle,Barrere,Hurkacz,Bedene,Carreno,R32,,Quarterfinals,,2.58,1.5,,
Metz,Open de Moselle,Verdasco,Darcis,Paire,Barrere,R32,,Quarterfinals,,1.56,2.43,,
Metz,Open de Moselle,Krajinovic,Gojowczyk,Pouille,Krajinovic,R32,,Quarterfinals,,1.66,2.22,,
Metz,Open de Moselle,Sonego,Otte,Tsonga,Basilashvili,R32,,Quarterfinals,,1.5,2.59,,
Metz,Open de Moselle,Hugues,Lennard,Bedene,Paire,R32,,Semifinals,,1.86,1.93,,
Metz,Open de Moselle,Tsonga,Andujar,Tsonga,Pouille,R32,,Semifinals,,1.67,2.2,,
Metz,Open de Moselle,Maden,Humbert,Tsonga,Bedene,R32,,The Final,,1.38,3.03,,
St. Petersburg,St. Petersburg Open,Medvedev,Coric,Mannarino,Travaglia,F,,1st Round,,1.46,2.67,,
St. Petersburg,St. Petersburg Open,Medvedev,Gerasimov,Kukushkin,Sinner,SF,,1st Round,,1.61,2.31,,
St. Petersburg,St. Petersburg Open,Coric,Sousa,Dzumhur,Tipsarevic,SF,,1st Round,,1.37,3.07,,
St. Petersburg,St. Petersburg Open,Medvedev,Rublev,Carballes,Klizan,QF,,1st Round,,2.05,1.76,,
St. Petersburg,St. Petersburg Open,Gerasimov,Berrettini,Gerasimov,Rosol,QF,,1st Round,,1.48,2.63,,
St. Petersburg,St. Petersburg Open,Coric,Ruud,Donskoy,Viola,QF,,1st Round,,1.3,3.44,,
St. Petersburg,St. Petersburg Open,Sousa,Kukushkin,Berankis,Sela,QF,,1st Round,,1.32,3.33,,
St. Petersburg,St. Petersburg Open,Medvedev,Donskoy,Rublev,Ivashka,R16,,1st Round,,1.34,3.2,,
St. Petersburg,St. Petersburg Open,Rublev,Berankis,Sousa,Kovalik,R16,,1st Round,,1.3,3.46,,
St. Petersburg,St. Petersburg Open,Berrettini,Carballes,Fucsovics,Vatutin,R16,,1st Round,,1.42,2.83,,
St. Petersburg,St. Petersburg Open,Gerasimov,Mannarino,Caruso,Fabbiano,R16,,1st Round,,2.3,1.61,,
St. Petersburg,St. Petersburg Open,Ruud,Caruso,Ruud,Bublik,R16,,1st Round,,2.02,1.79,,
St. Petersburg,St. Petersburg Open,Coric,Fucsovics,Kukushkin,Dzumhur,R16,,2nd Round,,1.62,2.29,,
St. Petersburg,St. Petersburg Open,Kukushkin,Dzumhur,Gerasimov,Mannarino,R16,,2nd Round,,2.16,1.69,,
St. Petersburg,St. Petersburg Open,Sousa,Khachanov,Coric,Fucsovics,R16,,2nd Round,,1.7,2.15,,
St. Petersburg,St. Petersburg Open,Donskoy,Viola,Ruud,Caruso,R32,,2nd Round,,1.44,2.75,,
St. Petersburg,St. Petersburg Open,Berankis,Sela,Berrettini,Carballes,R32,,2nd Round,,1.22,4.24,,
St. Petersburg,St. Petersburg Open,Rublev,Ivashka,Sousa,Khachanov,R32,,2nd Round,,3.03,1.38,,
St. Petersburg,St. Petersburg Open,Carballes,Klizan,Medvedev,Donskoy,R32,,2nd Round,,1.1,6.82,,
St. Petersburg,St. Petersburg Open,Gerasimov,Rosol,Rublev,Berankis,R32,,2nd Round,,1.44,2.76,,
St. Petersburg,St. Petersburg Open,Mannarino,Travaglia,Coric,Ruud,R32,,Quarterfinals,,1.59,2.35,,
St. Petersburg,St. Petersburg Open,Ruud,Bublik,Sousa,Kukushkin,R32,,Quarterfinals,,1.83,1.97,,
St. Petersburg,St. Petersburg Open,Caruso,Fabbiano,Gerasimov,Berrettini,R32,,Quarterfinals,,3.56,1.29,,
St. Petersburg,St. Petersburg Open,Fucsovics,Vatutin,Medvedev,Rublev,R32,,Quarterfinals,,1.24,4.01,,
St. Petersburg,St. Petersburg Open,Kukushkin,Sinner,Coric,Sousa,R32,,Semifinals,,1.82,1.99,,
St. Petersburg,St. Petersburg Open,Dzumhur,Tipsarevic,Medvedev,Gerasimov,R32,,Semifinals,,1.14,5.61,,
St. Petersburg,St. Petersburg Open,Sousa,Kovalik,Medvedev,Coric,R32,,The Final,,1.2,4.54,,
Chengdu,Chengdu Open,Carreno,Bublik,Garin,Edmund,F,,1st Round,,2.97,1.39,,
Chengdu,Chengdu Open,Carreno,Shapovalov,Klahn,Jung,SF,,1st Round,,1.55,2.42,,
Chengdu,Chengdu Open,Bublik,Harris,Evans,Bai,SF,,1st Round,,1.14,5.46,,
Chengdu,Chengdu Open,Shapovalov,Gerasimov,Carreno,Albot,QF,,1st Round,,1.54,2.42,,
Chengdu,Chengdu Open,Carreno,Garin,Lajovic,Londero,QF,,1st Round,,1.67,2.19,,
Chengdu,Chengdu Open,Bublik,Dimitrov,Verdasco,Popyrin,QF,,1st Round,,1.73,2.1,,
Chengdu,Chengdu Open,Harris,Sousa,Harris,Fucsovics,QF,,1st Round,,,,,
Chengdu,Chengdu Open,Gerasimov,Isner,Gerasimov,Li,R16,,1st Round,,1.28,3.61,,
Chengdu,Chengdu Open,Shapovalov,Klahn,Sousa,Chung,R16,,1st Round,,2.48,1.54,,
Chengdu,Chengdu Open,Carreno,Paire,Thompson,Pospisil,R16,,1st Round,,1.72,2.1,,
Chengdu,Chengdu Open,Garin,Verdasco,Bublik,Fritz,R16,,1st Round,,3.15,1.35,,
Chengdu,Chengdu Open,Bublik,Thompson,Shapovalov,Berankis,R16,,1st Round,,1.38,3.03,,
Chengdu,Chengdu Open,Dimitrov,Evans,Dimitrov,Evans,R16,,2nd Round,,1.5,2.56,,
Chengdu,Chengdu Open,Harris,Lajovic,Carreno,Paire,R16,,2nd Round,,1.49,2.58,,
Chengdu,Chengdu Open,Sousa,Auger,Garin,Verdasco,R16,,2nd Round,,2.47,1.54,,
Chengdu,Chengdu Open,Gerasimov,Li,Shapovalov,Klahn,R32,,2nd Round,,1.25,3.9,,
Chengdu,Chengdu Open,Klahn,Jung,Sousa,Auger-Aliassime,R32,,2nd Round,,2.03,1.78,,
Chengdu,Chengdu Open,Shapovalov,Berankis,Bublik,Thompson,R32,,2nd Round,,2.37,1.57,,
Chengdu,Chengdu Open,Carreno,Albot,Harris,Lajovic,R32,,2nd Round,,2.29,1.62,,
Chengdu,Chengdu Open,Verdasco,Popyrin,Gerasimov,Isner,R32,,2nd Round,,2.52,1.52,,
Chengdu,Chengdu Open,Garin,Edmund,Bublik,Dimitrov,R32,,Quarterfinals,,3.59,1.29,,
Chengdu,Chengdu Open,Bublik,Fritz,Harris,Sousa,R32,,Quarterfinals,,2.62,1.49,,
