tourney_name,Tournament,winner_name,loser_name,Winner,Loser,round,,Round,,AvgW,AvgL,Avgoddsw,Averoddsl
Australian Open,Australian Open,Juan Martin del Potro,Frances Tiafoe,Monfils G.,Munar J.,R128,,1st Round,,1.09,7.48,,
Australian Open,Australian Open,Sam Querrey,Feliciano Lopez,Gasquet R.,Kavcic B.,R128,,1st Round,,1.03,12.51,,
Australian Open,Australian Open,Marton Fucsovics,Radu Albot,Khachanov K.,Polansky P.,R128,,1st Round,,1.21,4.42,,
Australian Open,Australian Open,Nicolas Kicker,Jordan Thompson,Garcia-Lopez G.,Paire B.,R128,,1st Round,,2.9,1.41,,
Australian Open,Australian Open,Lukas Lacko,Milos Raonic,Chung H.,Zverev M.,R128,,1st Round,,1.27,3.79,,
Australian Open,Australian Open,Richard Gasquet,Blaz Kavcic,Berdych T.,De Minaur A.,R128,,1st Round,,1.44,2.8,,
Australian Open,Australian Open,Lorenzo Sonego,Robin Haase,Federer R.,Bedene A.,R128,,1st Round,,1.02,18.49,,
Australian Open,Australian Open,Jan Lennard Struff,Soon Woo Kwon,Thiem D.,Pella G.,R128,,1st Round,,1.25,3.9,,
Australian Open,Australian Open,Roger Federer,Aljaz Bedene,Del Potro J.M.,Tiafoe F.,R128,,1st Round,,1.12,6.19,,
Australian Open,Australian Open,Rafael Nadal,Leonardo Mayer,Basilashvili N.,Bemelmans R.,R64,,2nd Round,,1.78,2.03,,
Australian Open,Australian Open,Damir Dzumhur,John Millman,Muller G.,Jaziri M.,R64,,2nd Round,,1.11,6.44,,
Australian Open,Australian Open,Diego Schwartzman,Casper Ruud,Seppi A.,Nishioka Y.,R64,,2nd Round,,1.57,2.4,,
Australian Open,Australian Open,Alexandr Dolgopolov,Matthew Ebden,Carreno Busta P.,Simon G.,R64,,2nd Round,,2.21,1.66,,
Australian Open,Australian Open,Pablo Carreno Busta,Gilles Simon,Tsonga J.W.,Shapovalov D.,R64,,2nd Round,,1.59,2.36,,
Australian Open,Australian Open,Gilles Muller,Malek Jaziri,Edmund K.,Istomin D.,R64,,2nd Round,,1.41,2.92,,
Australian Open,Australian Open,Ryan Harrison,Pablo Cuevas,Karlovic I.,Sugita Y.,R64,,2nd Round,,2.43,1.56,,
Australian Open,Australian Open,Marin Cilic,Joao Sousa,Cilic M.,Sousa J.,R64,,2nd Round,,1.07,8.7,,
Australian Open,Australian Open,Grigor Dimitrov,Mackenzie McDonald,Dzumhur D.,Millman J.,R64,,2nd Round,,2.36,1.59,,
Australian Open,Australian Open,Andrey Rublev,Marcos Baghdatis,Harrison R.,Cuevas P.,R64,,2nd Round,,1.6,2.33,,
Australian Open,Australian Open,Nick Kyrgios,Viktor Troicki,Nadal R.,Mayer L.,R64,,2nd Round,,1.03,14.6,,
Australian Open,Australian Open,Jo-Wilfried Tsonga,Denis Shapovalov,Schwartzman D.,Ruud C.,R64,,2nd Round,,1.23,4.1,,
Australian Open,Australian Open,Kyle Edmund,Denis Istomin,Rublev A.,Baghdatis M.,R64,,2nd Round,,1.39,2.97,,
Australian Open,Australian Open,Nikoloz Basilashvili,Ruben Bemelmans,Kyrgios N.,Troicki V.,R64,,2nd Round,,1.06,9.63,,
Australian Open,Australian Open,Andreas Seppi,Yoshihito Nishioka,Dimitrov G.,Mcdonald M.,R64,,2nd Round,,1.02,15.98,,
Australian Open,Australian Open,Ivo Karlovic,Yuichi Sugita,Dolgopolov O.,Ebden M.,R64,,2nd Round,,1.51,2.57,,
Australian Open,Australian Open,Dominic Thiem,Denis Kudla,Fucsovics M.,Querrey S.,R64,,2nd Round,,3.32,1.33,,
Australian Open,Australian Open,Adrian Mannarino,Jiri Vesely,Ramos-Vinolas A.,Smyczek T.,R64,,2nd Round,,1.42,2.86,,
Australian Open,Australian Open,Maximilian Marterer,Fernando Verdasco,Thiem D.,Kudla D.,R64,,2nd Round,,1.07,8.69,,
Australian Open,Australian Open,Tennys Sandgren,Stan Wawrinka,Kicker N.,Lacko L.,R64,,2nd Round,,5.12,1.16,,
Australian Open,Australian Open,Novak Djokovic,Gael Monfils,Berdych T.,Garcia-Lopez G.,R64,,2nd Round,,1.15,5.38,,
Australian Open,Australian Open,Albert Ramos,Tim Smyczek,Mannarino A.,Vesely J.,R64,,2nd Round,,1.37,3.09,,
Australian Open,Australian Open,Hyeon Chung,Daniil Medvedev,Fognini F.,Donskoy E.,R64,,2nd Round,,1.33,3.34,,
Australian Open,Australian Open,Alexander Zverev,Peter Gojowczyk,Del Potro J.M.,Khachanov K.,R64,,2nd Round,,1.18,4.89,,
Australian Open,Australian Open,Julien Benneteau,David Goffin,Djokovic N.,Monfils G.,R64,,2nd Round,,1.22,4.34,,
Australian Open,Australian Open,Fabio Fognini,Evgeny Donskoy,Benneteau J.,Goffin D.,R64,,2nd Round,,7.05,1.1,,
Australian Open,Australian Open,Tomas Berdych,Guillermo Garcia Lopez,Chung H.,Medvedev D.,R64,,2nd Round,,1.43,2.82,,
Australian Open,Australian Open,Juan Martin del Potro,Karen Khachanov,Gasquet R.,Sonego L.,R64,,2nd Round,,1.11,6.46,,
Australian Open,Australian Open,Marton Fucsovics,Sam Querrey,Marterer M.,Verdasco F.,R64,,2nd Round,,3.47,1.31,,
Australian Open,Australian Open,Nicolas Kicker,Lukas Lacko,Zverev A.,Gojowczyk P.,R64,,2nd Round,,1.18,4.77,,
Australian Open,Australian Open,Richard Gasquet,Lorenzo Sonego,Sandgren T.,Wawrinka S.,R64,,2nd Round,,3.24,1.34,,
Australian Open,Australian Open,Roger Federer,Jan Lennard Struff,Federer R.,Struff J.L.,R64,,2nd Round,,1.02,16.84,,
Australian Open,Australian Open,Rafael Nadal,Damir Dzumhur,Edmund K.,Basilashvili N.,R32,,3rd Round,,1.23,4.19,,
Australian Open,Australian Open,Diego Schwartzman,Alexandr Dolgopolov,Carreno Busta P.,Muller G.,R32,,3rd Round,,1.62,2.31,,
Australian Open,Australian Open,Pablo Carreno Busta,Gilles Muller,Dimitrov G.,Rublev A.,R32,,3rd Round,,1.45,2.74,,
Australian Open,Australian Open,Marin Cilic,Ryan Harrison,Seppi A.,Karlovic I.,R32,,3rd Round,,1.56,2.42,,
Australian Open,Australian Open,Grigor Dimitrov,Andrey Rublev,Schwartzman D.,Dolgopolov O.,R32,,3rd Round,,2.1,1.74,,
Australian Open,Australian Open,Nick Kyrgios,Jo-Wilfried Tsonga,Kyrgios N.,Tsonga J.W.,R32,,3rd Round,,1.36,3.15,,
Australian Open,Australian Open,Kyle Edmund,Nikoloz Basilashvili,Nadal R.,Dzumhur D.,R32,,3rd Round,,1.03,14.15,,
Australian Open,Australian Open,Andreas Seppi,Ivo Karlovic,Cilic M.,Harrison R.,R32,,3rd Round,,1.14,5.82,,
Australian Open,Australian Open,Dominic Thiem,Adrian Mannarino,Sandgren T.,Marterer M.,R32,,3rd Round,,2.25,1.65,,
Australian Open,Australian Open,Tennys Sandgren,Maximilian Marterer,Thiem D.,Mannarino A.,R32,,3rd Round,,1.33,3.37,,
Australian Open,Australian Open,Novak Djokovic,Albert Ramos,Fognini F.,Benneteau J.,R32,,3rd Round,,1.45,2.78,,
Australian Open,Australian Open,Hyeon Chung,Alexander Zverev,Chung H.,Zverev A.,R32,,3rd Round,,2.32,1.62,,
Australian Open,Australian Open,Fabio Fognini,Julien Benneteau,Fucsovics M.,Kicker N.,R32,,3rd Round,,1.18,4.99,,
Australian Open,Australian Open,Tomas Berdych,Juan Martin del Potro,Berdych T.,Del Potro J.M.,R32,,3rd Round,,2.45,1.56,,
Australian Open,Australian Open,Marton Fucsovics,Nicolas Kicker,Djokovic N.,Ramos-Vinolas A.,R32,,3rd Round,,1.09,7.64,,
Australian Open,Australian Open,Roger Federer,Richard Gasquet,Federer R.,Gasquet R.,R32,,3rd Round,,1.07,8.94,,
Australian Open,Australian Open,Rafael Nadal,Diego Schwartzman,Cilic M.,Carreno Busta P.,R16,,4th Round,,1.23,4.31,,
Australian Open,Australian Open,Marin Cilic,Pablo Carreno Busta,Nadal R.,Schwartzman D.,R16,,4th Round,,1.05,10.69,,
Australian Open,Australian Open,Grigor Dimitrov,Nick Kyrgios,Edmund K.,Seppi A.,R16,,4th Round,,1.38,3.08,,
Australian Open,Australian Open,Kyle Edmund,Andreas Seppi,Dimitrov G.,Kyrgios N.,R16,,4th Round,,2.31,1.62,,
Australian Open,Australian Open,Tennys Sandgren,Dominic Thiem,Berdych T.,Fognini F.,R16,,4th Round,,1.31,3.51,,
Australian Open,Australian Open,Hyeon Chung,Novak Djokovic,Federer R.,Fucsovics M.,R16,,4th Round,,1.02,16.41,,
Australian Open,Australian Open,Tomas Berdych,Fabio Fognini,Sandgren T.,Thiem D.,R16,,4th Round,,6.81,1.11,,
Australian Open,Australian Open,Roger Federer,Marton Fucsovics,Chung H.,Djokovic N.,R16,,4th Round,,4.06,1.25,,
Australian Open,Australian Open,Marin Cilic,Rafael Nadal,Edmund K.,Dimitrov G.,QF,,Quarterfinals,,3.68,1.29,,
Australian Open,Australian Open,Kyle Edmund,Grigor Dimitrov,Cilic M.,Nadal R.,QF,,Quarterfinals,,4.03,1.25,,
Australian Open,Australian Open,Hyeon Chung,Tennys Sandgren,Chung H.,Sandgren T.,QF,,Quarterfinals,,1.27,3.87,,
Australian Open,Australian Open,Roger Federer,Tomas Berdych,Federer R.,Berdych T.,QF,,Quarterfinals,,1.17,5.22,,
Australian Open,Australian Open,Marin Cilic,Kyle Edmund,Cilic M.,Edmund K.,SF,,Semifinals,,1.31,3.52,,
Australian Open,Australian Open,Roger Federer,Hyeon Chung,Federer R.,Chung H.,SF,,Semifinals,,1.16,5.55,,
Australian Open,Australian Open,Roger Federer,Marin Cilic,Federer R.,Cilic M.,F,,The Final,,1.23,4.37,,
Montpellier,Open Sud de France,Carlos Taberner,Norbert Gombos,Paire B.,Zverev M.,R32,,1st Round,,1.53,2.49,,
Montpellier,Open Sud de France,Benoit Paire,Mischa Zverev,Rublev A.,Garcia-Lopez G.,R32,,1st Round,,1.35,3.17,,
Montpellier,Open Sud de France,John Millman,Yuichi Sugita,Taberner C.,Gombos N.,R32,,1st Round,,3.94,1.25,,
Montpellier,Open Sud de France,Nicolas Mahut,Dustin Brown,Chardy J.,Tsitsipas S.,R32,,1st Round,,2.18,1.68,,
Montpellier,Open Sud de France,Jeremy Chardy,Stefanos Tsitsipas,Berankis R.,Benneteau J.,R32,,1st Round,,2.7,1.46,,
Montpellier,Open Sud de France,Andrey Rublev,Guillermo Garcia Lopez,Simon G.,Maden Y.,R32,,1st Round,,1.27,3.75,,
Montpellier,Open Sud de France,Richard Gasquet,Daniil Medvedev,Khachanov K.,Ferrer D.,R32,,1st Round,,1.76,2.06,,
Montpellier,Open Sud de France,Pierre Hugues Herbert,Kenny De Schepper,Herbert P.H.,De Schepper K.,R32,,1st Round,,1.9,1.88,,
Montpellier,Open Sud de France,Ruben Bemelmans,Calvin Hemery,Millman J.,Sugita Y.,R32,,1st Round,,1.53,2.49,,
Montpellier,Open Sud de France,Karen Khachanov,David Ferrer,Bemelmans R.,Hemery C.,R32,,1st Round,,1.63,2.26,,
Montpellier,Open Sud de France,Ricardas Berankis,Julien Benneteau,Mahut N.,Brown D.,R32,,1st Round,,1.72,2.11,,
Montpellier,Open Sud de France,Gilles Simon,Yannick Maden,Gasquet R.,Medvedev D.,R32,,1st Round,,1.42,2.85,,
Montpellier,Open Sud de France,Lucas Pouille,Carlos Taberner,Goffin D.,Simon G.,R16,,2nd Round,,1.34,3.22,,
Montpellier,Open Sud de France,Benoit Paire,John Millman,Rublev A.,Chardy J.,R16,,2nd Round,,1.47,2.68,,
Montpellier,Open Sud de France,Jo-Wilfried Tsonga,Nicolas Mahut,Khachanov K.,Berankis R.,R16,,2nd Round,,1.4,2.9,,
Montpellier,Open Sud de France,Andrey Rublev,Jeremy Chardy,Dzumhur D.,Bemelmans R.,R16,,2nd Round,,1.61,2.3,,
Montpellier,Open Sud de France,Richard Gasquet,Pierre Hugues Herbert,Gasquet R.,Herbert P.H.,R16,,2nd Round,,1.15,5.52,,
Montpellier,Open Sud de France,Damir Dzumhur,Ruben Bemelmans,Tsonga J.W.,Mahut N.,R16,,2nd Round,,1.14,5.6,,
Montpellier,Open Sud de France,Karen Khachanov,Ricardas Berankis,Pouille L.,Taberner C.,R16,,2nd Round,,1.12,6.07,,
Montpellier,Open Sud de France,David Goffin,Gilles Simon,Paire B.,Millman J.,R16,,2nd Round,,1.69,2.15,,
Montpellier,Open Sud de France,Lucas Pouille,Benoit Paire,Goffin D.,Khachanov K.,QF,,Quarterfinals,,1.3,3.62,,
Montpellier,Open Sud de France,Jo-Wilfried Tsonga,Andrey Rublev,Gasquet R.,Dzumhur D.,QF,,Quarterfinals,,1.3,3.49,,
Montpellier,Open Sud de France,Richard Gasquet,Damir Dzumhur,Tsonga J.W.,Rublev A.,QF,,Quarterfinals,,1.64,2.27,,
Montpellier,Open Sud de France,David Goffin,Karen Khachanov,Pouille L.,Paire B.,QF,,Quarterfinals,,1.56,2.42,,
Montpellier,Open Sud de France,Lucas Pouille,Jo-Wilfried Tsonga,Gasquet R.,Goffin D.,SF,,Semifinals,,2.33,1.6,,
Montpellier,Open Sud de France,Richard Gasquet,David Goffin,Pouille L.,Tsonga J.W.,SF,,Semifinals,,2.15,1.71,,
Montpellier,Open Sud de France,Lucas Pouille,Richard Gasquet,Pouille L.,Gasquet R.,F,,The Final,,2.26,1.64,,
Quito,Ecuador Open,Roberto Quiroz,Yannick Hanfmann,Moutet C.,Menendez-Maceiras A.,R32,,1st Round,,1.6,2.32,,
Quito,Ecuador Open,Gerald Melzer,Marco Cecchinato,Martin A.,Dutra Silva R.,R32,,1st Round,,1.69,2.16,,
Quito,Ecuador Open,Victor Estrella,Thomaz Bellucci,Travaglia S.,Andujar P.,R32,,1st Round,,1.47,2.66,,
Quito,Ecuador Open,Casper Ruud,Carlos Berlocq,Ruud C.,Berlocq C.,R32,,1st Round,,1.68,2.18,,
Quito,Ecuador Open,Alessandro Giannessi,Peter Polansky,Estrella Burgos V.,Bellucci T.,R32,,1st Round,,1.66,2.2,,
Quito,Ecuador Open,Thiago Monteiro,Horacio Zeballos,Carballes Baena R.,Gaio F.,R32,,1st Round,,1.38,3.02,,
Quito,Ecuador Open,Nicolas Jarry,Facundo Bagnis,Monteiro T.,Zeballos H.,R32,,1st Round,,2.18,1.67,,
Quito,Ecuador Open,Stefano Travaglia,Pablo Andujar,Giannessi A.,Polansky P.,R32,,1st Round,,1.4,2.94,,
Quito,Ecuador Open,Roberto Carballes Baena,Federico Gaio,Jarry N.,Bagnis F.,R32,,1st Round,,1.73,2.09,,
Quito,Ecuador Open,Ivo Karlovic,Ernesto Escobedo,Karlovic I.,Escobedo E.,R32,,1st Round,,1.57,2.38,,
Quito,Ecuador Open,Corentin Moutet,Adrian Menendez Maceiras,Melzer G.,Cecchinato M.,R32,,1st Round,,1.53,2.5,,
Quito,Ecuador Open,Andrej Martin,Rogerio Dutra Silva,Quiroz R.,Hanfmann Y.,R32,,1st Round,,2.68,1.47,,
Quito,Ecuador Open,Albert Ramos,Roberto Quiroz,Melzer G.,Estrella Burgos V.,R16,,2nd Round,,1.75,2.07,,
Quito,Ecuador Open,Gerald Melzer,Victor Estrella,Carballes Baena R.,Lorenzi P.,R16,,2nd Round,,2.15,1.7,,
Quito,Ecuador Open,Gael Monfils,Casper Ruud,Jarry N.,Travaglia S.,R16,,2nd Round,,1.59,2.36,,
Quito,Ecuador Open,Thiago Monteiro,Alessandro Giannessi,Moutet C.,Karlovic I.,R16,,2nd Round,,2.36,1.59,,
Quito,Ecuador Open,Nicolas Jarry,Stefano Travaglia,Ramos-Vinolas A.,Quiroz R.,R16,,2nd Round,,1.13,6,,
Quito,Ecuador Open,Roberto Carballes Baena,Paolo Lorenzi,Monteiro T.,Giannessi A.,R16,,2nd Round,,1.66,2.22,,
Quito,Ecuador Open,Corentin Moutet,Ivo Karlovic,Monfils G.,Ruud C.,R16,,2nd Round,,1.39,2.95,,
Quito,Ecuador Open,Andrej Martin,Pablo Carreno Busta,Martin A.,Carreno Busta P.,R16,,2nd Round,,3.68,1.28,,
Quito,Ecuador Open,Albert Ramos,Gerald Melzer,Carballes Baena R.,Jarry N.,QF,,Quarterfinals,,1.99,1.81,,
Quito,Ecuador Open,Thiago Monteiro,Gael Monfils,Martin A.,Moutet C.,QF,,Quarterfinals,,1.7,2.16,,
Quito,Ecuador Open,Roberto Carballes Baena,Nicolas Jarry,Monteiro T.,Monfils G.,QF,,Quarterfinals,,4.34,1.22,,
Quito,Ecuador Open,Andrej Martin,Corentin Moutet,Ramos-Vinolas A.,Melzer G.,QF,,Quarterfinals,,1.66,2.23,,
Quito,Ecuador Open,Albert Ramos,Thiago Monteiro,Carballes Baena R.,Martin A.,SF,,Semifinals,,1.79,2.03,,
Quito,Ecuador Open,Roberto Carballes Baena,Andrej Martin,Ramos-Vinolas A.,Monteiro T.,SF,,Semifinals,,1.35,3.19,,
Quito,Ecuador Open,Roberto Carballes Baena,Albert Ramos,Carballes Baena R.,Ramos-Vinolas A.,F,,The Final,,3.11,1.37,,
Sofia,Garanti Koza Sofia Open,Marcos Baghdatis,Salvatore Caruso,Lacko L.,Donskoy E.,R32,,1st Round,,1.86,1.92,,
Sofia,Garanti Koza Sofia Open,Jozef Kovalik,Radu Albot,Sousa J.,Kuzmanov D.,R32,,1st Round,,1.22,4.26,,
Sofia,Garanti Koza Sofia Open,Lukas Lacko,Evgeny Donskoy,Basic M.,Mayer F.,R32,,1st Round,,1.47,2.56,,
Sofia,Garanti Koza Sofia Open,Andreas Seppi,Mikhail Youzhny,Kovalik J.,Albot R.,R32,,1st Round,,1.9,1.89,,
Sofia,Garanti Koza Sofia Open,Blaz Kavcic,Laslo Djere,Klizan M.,Donski A.,R32,,1st Round,,1.03,14.3,,
Sofia,Garanti Koza Sofia Open,Marius Copil,Robin Haase,Istomin D.,Andreev A.,R32,,1st Round,,1.02,15.73,,
Sofia,Garanti Koza Sofia Open,Joao Sousa,Dimitar Kuzmanov,Troicki V.,Gulbis E.,R32,,1st Round,,1.73,2.09,,
Sofia,Garanti Koza Sofia Open,Maximilian Marterer,Malek Jaziri,Kavcic B.,Djere L.,R32,,1st Round,,2.02,1.78,,
Sofia,Garanti Koza Sofia Open,Mirza Basic,Florian Mayer,Copil M.,Haase R.,R32,,1st Round,,2.11,1.72,,
Sofia,Garanti Koza Sofia Open,Viktor Troicki,Ernests Gulbis,Seppi A.,Youzhny M.,R32,,1st Round,,1.77,2.04,,
Sofia,Garanti Koza Sofia Open,Denis Istomin,Adrian Andreev,Marterer M.,Jaziri M.,R32,,1st Round,,1.4,2.95,,
Sofia,Garanti Koza Sofia Open,Martin Klizan,Alexander Donski,Baghdatis M.,Caruso S.,R32,,1st Round,,1.29,3.6,,
Sofia,Garanti Koza Sofia Open,Marcos Baghdatis,Adrian Mannarino,Kovalik J.,Lacko L.,R16,,2nd Round,,2.74,1.45,,
Sofia,Garanti Koza Sofia Open,Jozef Kovalik,Lukas Lacko,Basic M.,Kohlschreiber P.,R16,,2nd Round,,2.33,1.6,,
Sofia,Garanti Koza Sofia Open,Gilles Muller,Andreas Seppi,Marterer M.,Sousa J.,R16,,2nd Round,,1.76,2.04,,
Sofia,Garanti Koza Sofia Open,Marius Copil,Blaz Kavcic,Muller G.,Seppi A.,R16,,2nd Round,,1.64,2.25,,
Sofia,Garanti Koza Sofia Open,Maximilian Marterer,Joao Sousa,Copil M.,Kavcic B.,R16,,2nd Round,,1.34,3.23,,
Sofia,Garanti Koza Sofia Open,Mirza Basic,Philipp Kohlschreiber,Troicki V.,Istomin D.,R16,,2nd Round,,1.62,2.28,,
Sofia,Garanti Koza Sofia Open,Viktor Troicki,Denis Istomin,Baghdatis M.,Mannarino A.,R16,,2nd Round,,2.31,1.62,,
Sofia,Garanti Koza Sofia Open,Stan Wawrinka,Martin Klizan,Wawrinka S.,Klizan M.,R16,,2nd Round,,1.59,2.36,,
Sofia,Garanti Koza Sofia Open,Jozef Kovalik,Marcos Baghdatis,Copil M.,Muller G.,QF,,Quarterfinals,,2.32,1.61,,
Sofia,Garanti Koza Sofia Open,Marius Copil,Gilles Muller,Kovalik J.,Baghdatis M.,QF,,Quarterfinals,,3,1.39,,
Sofia,Garanti Koza Sofia Open,Mirza Basic,Maximilian Marterer,Wawrinka S.,Troicki V.,QF,,Quarterfinals,,1.51,2.56,,
Sofia,Garanti Koza Sofia Open,Stan Wawrinka,Viktor Troicki,Basic M.,Marterer M.,QF,,Quarterfinals,,2.37,1.58,,
Sofia,Garanti Koza Sofia Open,Marius Copil,Jozef Kovalik,Copil M.,Kovalik J.,SF,,Semifinals,,1.43,2.84,,
Sofia,Garanti Koza Sofia Open,Mirza Basic,Stan Wawrinka,Basic M.,Wawrinka S.,SF,,Semifinals,,3.58,1.29,,
Sofia,Garanti Koza Sofia Open,Mirza Basic,Marius Copil,Basic M.,Copil M.,F,,The Final,,2.3,1.61,,
Buenos Aires,Argentina Open,Guillermo Garcia Lopez,Carlos Berlocq,Lajovic D.,Bagnis F.,R32,,1st Round,,1.94,1.84,,
Buenos Aires,Argentina Open,Federico Delbonis,Florian Mayer,Delbonis F.,Mayer F.,R32,,1st Round,,1.29,3.6,,
Buenos Aires,Argentina Open,Gastao Elias,Roberto Carballes Baena,Bellucci T.,Cachin P.,R32,,1st Round,,1.31,3.45,,
Buenos Aires,Argentina Open,Aljaz Bedene,Jiri Vesely,Garcia-Lopez G.,Berlocq C.,R32,,1st Round,,1.89,1.9,,
Buenos Aires,Argentina Open,Thomaz Bellucci,Pedro Cachin,Pella G.,Kicker N.,R32,,1st Round,,1.47,2.68,,
Buenos Aires,Argentina Open,Diego Schwartzman,Andreas Haider Maurer,Bedene A.,Vesely J.,R32,,1st Round,,1.99,1.81,,
Buenos Aires,Argentina Open,Gael Monfils,Pablo Cuevas,Mayer L.,Dutra Silva R.,R32,,1st Round,,1.46,2.71,,
Buenos Aires,Argentina Open,Dusan Lajovic,Facundo Bagnis,Verdasco F.,Monteiro T.,R32,,1st Round,,1.39,2.98,,
Buenos Aires,Argentina Open,Leonardo Mayer,Rogerio Dutra Silva,Monfils G.,Cuevas P.,R32,,1st Round,,1.89,1.91,,
Buenos Aires,Argentina Open,Fernando Verdasco,Thiago Monteiro,Elias G.,Carballes Baena R.,R32,,1st Round,,2.02,1.79,,
Buenos Aires,Argentina Open,Guido Pella,Nicolas Kicker,Zeballos H.,Cecchinato M.,R32,,1st Round,,1.73,2.1,,
Buenos Aires,Argentina Open,Horacio Zeballos,Marco Cecchinato,Schwartzman D.,Haider-Maurer A.,R32,,1st Round,,1.06,9.84,,
Buenos Aires,Argentina Open,Guillermo Garcia Lopez,Pablo Carreno Busta,Pella G.,Verdasco F.,R16,,2nd Round,,2.39,1.58,,
Buenos Aires,Argentina Open,Federico Delbonis,Gastao Elias,Bedene A.,Ramos-Vinolas A.,R16,,2nd Round,,2.04,1.77,,
Buenos Aires,Argentina Open,Aljaz Bedene,Albert Ramos,Schwartzman D.,Bellucci T.,R16,,2nd Round,,1.26,3.84,,
Buenos Aires,Argentina Open,Diego Schwartzman,Thomaz Bellucci,Thiem D.,Zeballos H.,R16,,2nd Round,,1.15,5.39,,
Buenos Aires,Argentina Open,Gael Monfils,Dusan Lajovic,Garcia-Lopez G.,Carreno Busta P.,R16,,2nd Round,,2.57,1.51,,
Buenos Aires,Argentina Open,Leonardo Mayer,Fabio Fognini,Delbonis F.,Elias G.,R16,,2nd Round,,1.63,2.27,,
Buenos Aires,Argentina Open,Guido Pella,Fernando Verdasco,Monfils G.,Lajovic D.,R16,,2nd Round,,1.38,3.05,,
Buenos Aires,Argentina Open,Dominic Thiem,Horacio Zeballos,Mayer L.,Fognini F.,R16,,2nd Round,,2.32,1.6,,
Buenos Aires,Argentina Open,Federico Delbonis,Guillermo Garcia Lopez,Delbonis F.,Garcia-Lopez G.,QF,,Quarterfinals,,1.67,2.2,,
Buenos Aires,Argentina Open,Aljaz Bedene,Diego Schwartzman,Bedene A.,Schwartzman D.,QF,,Quarterfinals,,2.69,1.47,,
Buenos Aires,Argentina Open,Gael Monfils,Leonardo Mayer,Monfils G.,Mayer L.,QF,,Quarterfinals,,1.51,2.57,,
Buenos Aires,Argentina Open,Dominic Thiem,Guido Pella,Thiem D.,Pella G.,QF,,Quarterfinals,,1.3,3.57,,
Buenos Aires,Argentina Open,Aljaz Bedene,Federico Delbonis,Bedene A.,Delbonis F.,SF,,Semifinals,,1.61,2.34,,
Buenos Aires,Argentina Open,Dominic Thiem,Gael Monfils,Thiem D.,Monfils G.,SF,,Semifinals,,1.42,2.88,,
Buenos Aires,Argentina Open,Dominic Thiem,Aljaz Bedene,Thiem D.,Bedene A.,F,,The Final,,1.2,4.62,,
New York,New York Open,Mikhail Youzhny,Matthew Ebden,Sela D.,Basilashvili N.,R32,,1st Round,,2.01,1.8,,
New York,New York Open,Ivo Karlovic,Jared Donaldson,Karlovic I.,Donaldson J.,R32,,1st Round,,1.64,2.25,,
New York,New York Open,Ryan Harrison,Donald Young,Harrison R.,Young D.,R32,,1st Round,,1.41,2.87,,
New York,New York Open,Peter Gojowczyk,Blaz Kavcic,Tiafoe F.,Korda S.,R32,,1st Round,,1.15,5.25,,
New York,New York Open,Jeremy Chardy,Stefano Travaglia,Menendez-Maceiras A.,Johnson S.,R32,,1st Round,,3.41,1.31,,
New York,New York Open,Adrian Menendez Maceiras,Steve Johnson,Albot R.,Fratangelo B.,R32,,1st Round,,2.22,1.66,,
New York,New York Open,Kei Nishikori,Noah Rubin,Gojowczyk P.,Kavcic B.,R32,,1st Round,,1.22,4.21,,
New York,New York Open,Evgeny Donskoy,Victor Estrella,Chardy J.,Travaglia S.,R32,,1st Round,,1.63,2.28,,
New York,New York Open,Radu Albot,Bjorn Fratangelo,Donskoy E.,Estrella Burgos V.,R32,,1st Round,,1.21,4.37,,
New York,New York Open,Dudi Sela,Nikoloz Basilashvili,Nishikori K.,Rubin N.,R32,,1st Round,,1.14,5.69,,
New York,New York Open,Frances Tiafoe,Sebastian Korda,Youzhny M.,Ebden M.,R32,,1st Round,,1.85,1.95,,
New York,New York Open,Ernesto Escobedo,Mackenzie McDonald,Escobedo E.,Mcdonald M.,R32,,1st Round,,2.24,1.65,,
New York,New York Open,Sam Querrey,Mikhail Youzhny,Mannarino A.,Gojowczyk P.,R16,,2nd Round,,1.89,1.9,,
New York,New York Open,Ivo Karlovic,Ryan Harrison,Menendez-Maceiras A.,Chardy J.,R16,,2nd Round,,3.38,1.32,,
New York,New York Open,Adrian Mannarino,Peter Gojowczyk,Albot R.,Isner J.,R16,,2nd Round,,4.49,1.2,,
New York,New York Open,Adrian Menendez Maceiras,Jeremy Chardy,Nishikori K.,Donskoy E.,R16,,2nd Round,,1.24,4.03,,
New York,New York Open,Kei Nishikori,Evgeny Donskoy,Tiafoe F.,Sela D.,R16,,2nd Round,,1.69,2.15,,
New York,New York Open,Radu Albot,John Isner,Karlovic I.,Harrison R.,R16,,2nd Round,,2,1.8,,
New York,New York Open,Frances Tiafoe,Dudi Sela,Anderson K.,Escobedo E.,R16,,2nd Round,,1.2,4.52,,
New York,New York Open,Kevin Anderson,Ernesto Escobedo,Querrey S.,Youzhny M.,R16,,2nd Round,,1.33,3.29,,
New York,New York Open,Sam Querrey,Ivo Karlovic,Mannarino A.,Menendez-Maceiras A.,QF,,Quarterfinals,,1.21,4.46,,
New York,New York Open,Adrian Mannarino,Adrian Menendez Maceiras,Querrey S.,Karlovic I.,QF,,Quarterfinals,,1.7,2.16,,
New York,New York Open,Kei Nishikori,Radu Albot,Nishikori K.,Albot R.,QF,,Quarterfinals,,1.11,6.61,,
